scan_coordinate_px,carrier_amplitude,unwrapped_phase_rad,fitted_phase_rad,fit_used
93,586.6225521148192,-3.7961480398061855,-7.4309808000160462,1
94,445.98991531135954,-3.8457029023067513,-7.4584324233992483,1
95,212.14928728933347,-3.8597122132008232,-7.4858840467824503,1
96,7.8838061391063601,-0.99848182848563527,-7.5133356701656524,0
97,97.165179234902212,-0.71837847032382907,-7.5407872935488545,0
98,105.19538153641187,-0.73399555552090889,-7.5682389169320565,1
99,114.36700081505998,-0.80404170504495043,-7.5956905403152586,1
100,116.37609148236966,-0.76425515516389142,-7.6231421636984606,1
101,158.57013238560288,-0.68775803704000738,-7.6505937870816627,1
102,315.57312053964097,-0.65619394375620044,-7.6780454104648648,1
103,572.47692712137462,-0.65432929631635217,-7.7054970338480677,1
104,732.18738406525995,-0.65345017672699246,-7.7329486572312698,1
105,764.85703659701494,-0.6434744557400669,-7.7604002806144718,1
106,751.13204673094015,-0.64176821766040382,-7.7878519039976748,1
107,755.25833595488098,-0.65582539384348082,-7.8153035273808769,1
108,760.53880874289598,-0.6453197087457585,-7.8427551507640789,1
109,660.50588581537295,-0.67228399352163781,-7.870206774147281,1
110,444.40237893581275,-0.70635593883271819,-7.897658397530483,1
111,217.63990539429182,-0.72251618351423652,-7.9251100209136851,1
112,116.37637521295129,-0.6594014990199405,-7.9525616442968872,1
113,116.0693473621683,-0.68501472444450484,-7.9800132676800892,1
114,106.97201513670821,-0.77096147678139171,-8.0074648910632913,1
115,103.49360173404189,-0.74339759939176531,-8.0349165144464934,1
116,70.141960592775547,-0.82653783599050246,-8.0623681378296972,0
117,78.804345866685068,-3.8395616265830452,-8.0898197612128975,0
118,337.93334591036574,-3.8627219484331308,-8.1172713845961013,1
119,536.53695093309318,-3.8514194460897975,-8.1447230079793016,1
120,621.3187562734123,-3.8507255516603216,-8.1721746313625054,1
121,603.85491419962,-3.8556909883893038,-8.1996262547457075,1
122,612.66779957338508,-3.8480683471441943,-8.2270778781289096,1
123,604.74596879684623,-3.8591666354440206,-8.2545295015121116,1
124,509.20682364713804,-3.8446420254710634,-8.2819811248953137,1
125,258.24180488293763,-3.8450586925079353,-8.3094327482785157,1
126,22.225905186851978,-3.8970497613764876,-8.3368843716617178,0
127,88.125158652252566,-7.026905631356307,-8.3643359950449199,0
128,106.15381200468364,-6.9678597741914272,-8.3917876184281219,1
129,109.81606135410487,-6.9542807696515005,-8.419239241811324,1
130,109.77858634994863,-6.9922106008256542,-8.4466908651945261,1
131,137.76953429915778,-6.9550191629213369,-8.4741424885777299,1
132,267.59761459324773,-6.941996570882857,-8.5015941119609302,1
133,495.73400398075023,-6.9526410402330869,-8.529045735344134,1
134,720.7006711190536,-6.9384251270758259,-8.5564973587273361,1
135,770.32182279618837,-6.938211883113869,-8.5839489821105381,1
136,761.75496514091435,-6.9282388027788411,-8.6114006054937402,1
137,762.4138978616046,-6.9332679718182897,-8.6388522288769423,1
138,766.01976941251473,-6.9169027454211118,-8.6663038522601443,1
139,685.2076062069176,-6.9160598486648519,-8.6937554756433464,1
140,486.64996145720409,-6.9079038149321246,-8.7212070990265484,1
141,249.22566896708631,-6.9115273630286413,-8.7486587224097505,1
142,128.97666267177709,-6.9096882342758974,-8.7761103457929526,1
143,112.90280568947409,-6.8918944184928561,-8.8035619691761546,1
144,104.37516104823115,-6.8978373309605843,-8.8310135925593585,1
145,100.14970124753592,-6.9928468238242658,-8.8584652159425588,0
146,87.397636584437706,-6.8746850287344845,-8.8859168393257626,0
147,24.244712118183838,-4.2232294646366864,-8.9133684627089629,0
148,260.03621621359673,-3.762287475520528,-8.9408200860921667,1
149,522.73846057769958,-3.7963642400677928,-8.9682717094753688,1
150,602.94158452569377,-3.8034731791623835,-8.9957233328585708,1
151,614.50376286134963,-3.8195489446192723,-9.0231749562417729,1
152,621.02432585289716,-3.7923572550507729,-9.050626579624975,1
153,613.93755563566367,-3.7942364743798587,-9.078078203008177,1
154,555.70830162991058,-3.8058691116999568,-9.1055298263913791,1
155,330.07944745407013,-3.8156404887328872,-9.1329814497745812,1
156,60.716799913847574,-3.7949104949352783,-9.1604330731577832,0
157,65.508946402578914,-0.68369604172726928,-9.1878846965409871,0
158,103.16834832582956,-0.659508770701145,-9.2153363199241873,1
159,113.21325858691938,-0.64219231516340181,-9.2427879433073912,1
160,112.49374872084101,-0.6712859743486993,-9.2702395666905915,1
161,126.83744633962404,-0.65869353756792071,-9.2976911900737953,1
162,194.19718097136084,-0.64471067531851933,-9.3251428134569956,1
163,393.97923700148226,-0.63633488084663303,-9.3525944368401994,1
164,627.95458741427649,-0.62372431379295479,-9.3800460602234015,1
165,750.98241309365972,-0.63673011242106514,-9.4074976836066035,1
